NS_Waveform_File,EW_Waveform_File,UP_Waveform_File,Record_Folder,Scale_Factor_Used,P_Pick_Index,P_Pick_Time_sec,Waveform_Start_Sample,Waveform_End_Sample,Waveform_Duration_sec,Number_of_Waveform_Samples,Sampling_Frequency_Hz,Damping,STA_Seconds,LTA_Seconds,STA_LTA_Threshold,Response_Spectrum_Method,Number_of_Periods,Minimum_Period_sec,Maximum_Period_sec,Station_Name,Station_Lat,Station_Lon,Origin_Date,Origin_Time,Rec_Start_Date,Rec_Start_Time,Duration_Time(s),Last_Corr_Date,Last_Corr_Time,Epicenter_Lat,Epicenter_Lon,Magnitude,EQ_Depth(km),Samp_Freq(Hz),PGA_EW(gal),PGA_NS(gal),PGA_UD(gal),Station Height(m),Scale_factor,Numerator,Denominator,INdex,Epicentral_Distance_km
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.1\OKY0139704051724\OKY0139704051724Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.1\OKY0139704051724\OKY0139704051724Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.1\OKY0139704051724\OKY0139704051724Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.1\OKY0139704051724,0.0002384185791015,1308,13.08,1308,1907,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY013,34.5095,133.5099,1997/04/05,17:24:00,1997/04/05,17:24:24,59,1997/04/05,17:00:00,34.603,133.597,3.8,16,100,36.079,23.671,11.763,6,0.0002384185791015,2000.0,8388608.0,153,13.103962
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.1\OKY0149704051724\OKY0149704051724Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.1\OKY0149704051724\OKY0149704051724Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.1\OKY0149704051724\OKY0149704051724Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.1\OKY0149704051724,0.0002384185791015,1370,13.7,1370,1969,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY014,34.4462,133.7876,1997/04/05,17:24:00,1997/04/05,17:24:24,59,1997/04/05,17:00:00,34.603,133.597,3.8,16,100,16.574,23.483,20.931,49,0.0002384185791015,2000.0,8388608.0,154,24.675573
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0010010301558\HRS0010010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0010010301558\HRS0010010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0010010301558\HRS0010010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0010010301558,0.0002384185791015,797,7.97,797,1396,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS001,35.0337,132.9018,2000/10/30,15:58:00,2000/10/30,15:59:01,119,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,6.224,5.504,2.78,566,0.0002384185791015,2000.0,8388608.0,165,50.8736
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0020010301558\HRS0020010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0020010301558\HRS0020010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0020010301558\HRS0020010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0020010301558,0.0002384185791015,959,9.59,959,1558,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS002,34.8951,133.2755,2000/10/30,15:58:00,2000/10/30,15:58:57,119,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,42.228,28.423,3.214,306,0.0002384185791015,2000.0,8388608.0,166,35.67637
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0050010301558\HRS0050010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0050010301558\HRS0050010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0050010301558\HRS0050010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0050010301558,0.0002384185791015,861,8.61,861,1460,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS005,34.777,133.2807,2000/10/30,15:58:00,2000/10/30,15:59:00,119,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,4.575,3.613,3.094,480,0.0002384185791015,2000.0,8388608.0,167,47.925343
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0060010301558\HRS0060010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0060010301558\HRS0060010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0060010301558\HRS0060010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0060010301558,0.0002384185791015,38,0.38,38,637,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS006,34.6659,132.4077,2000/10/30,15:58:00,2000/10/30,15:59:18,120,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,3.019,2.751,0.844,371,0.0002384185791015,2000.0,8388608.0,168,109.74503
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0210010301558\HRS0210010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0210010301558\HRS0210010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0210010301558\HRS0210010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\HRS0210010301558,0.0002384185791015,596,5.96,596,1195,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS021,34.9529,133.1171,2000/10/30,15:58:00,2000/10/30,15:58:58,119,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,6.808,4.767,4.256,325,0.0002384185791015,2000.0,8388608.0,169,38.68248
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0010010301558\OKY0010010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0010010301558\OKY0010010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0010010301558\OKY0010010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0010010301558,0.0002384185791015,1424,14.24,1424,2023,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY001,35.1945,133.7314,2000/10/30,15:58:00,2000/10/30,15:58:51,119,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,7.225,8.433,5.233,334,0.0002384185791015,2000.0,8388608.0,170,27.6637
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0050010301558\OKY0050010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0050010301558\OKY0050010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0050010301558\OKY0050010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0050010301558,0.0002384185791015,1032,10.32,1032,1631,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY005,35.0098,133.7317,2000/10/30,15:58:00,2000/10/30,15:58:56,119,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,6.778,7.934,3.266,134,0.0002384185791015,2000.0,8388608.0,171,34.268658
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0080010301558\OKY0080010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0080010301558\OKY0080010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0080010301558\OKY0080010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\OKY0080010301558,0.0002384185791015,801,8.01,801,1400,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY008,34.8701,133.9036,2000/10/30,15:58:00,2000/10/30,15:59:02,119,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,2.612,4.289,0.962,62,0.0002384185791015,2000.0,8388608.0,172,56.181507
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\TTR0070010301558\TTR0070010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\TTR0070010301558\TTR0070010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\TTR0070010301558\TTR0070010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\TTR0070010301558,0.0002384185791015,1444,14.44,1444,2043,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR007,35.2826,133.4876,2000/10/30,15:58:00,2000/10/30,15:58:48,120,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,50.172,45.763,14.908,155,0.0002384185791015,2000.0,8388608.0,173,11.577344
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\TTR0090010301558\TTR0090010301558Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\TTR0090010301558\TTR0090010301558Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\TTR0090010301558\TTR0090010301558Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.11\TTR0090010301558,0.0002384185791015,1459,14.59,1459,2058,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR009,35.1629,133.3063,2000/10/30,15:58:00,2000/10/30,15:58:48,119,2000/10/30,15:00:00,35.191,133.427,3.8,10,100,18.922,24.602,21.131,299,0.0002384185791015,2000.0,8388608.0,174,11.4065
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0010011050300\HRS0010011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0010011050300\HRS0010011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0010011050300\HRS0010011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0010011050300,0.0002384185791015,815,8.15,815,1414,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS001,35.0337,132.9018,2000/11/05,03:00:00,2000/11/05,03:00:48,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,6.602,11.289,1.582,566,0.0002384185791015,2000.0,8388608.0,175,50.66483
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0020011050300\HRS0020011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0020011050300\HRS0020011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0020011050300\HRS0020011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0020011050300,0.0002384185791015,978,9.78,978,1577,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS002,34.8951,133.2755,2000/11/05,03:00:00,2000/11/05,03:00:44,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,16.821,16.898,2.906,306,0.0002384185791015,2000.0,8388608.0,176,35.50368
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0050011050300\HRS0050011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0050011050300\HRS0050011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0050011050300\HRS0050011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0050011050300,0.0002384185791015,1380,13.8,1380,1979,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS005,34.777,133.2807,2000/11/05,03:00:00,2000/11/05,03:00:42,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,8.436,5.399,3.394,480,0.0002384185791015,2000.0,8388608.0,177,47.7681
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0060011050300\HRS0060011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0060011050300\HRS0060011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0060011050300\HRS0060011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0060011050300,0.0002384185791015,56,0.56,56,655,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS006,34.6659,132.4077,2000/11/05,03:00:00,2000/11/05,03:01:05,120,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,2.197,3.013,0.792,371,0.0002384185791015,2000.0,8388608.0,178,109.531975
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0070011050300\HRS0070011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0070011050300\HRS0070011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0070011050300\HRS0070011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0070011050300,0.0002384185791015,620,6.2,620,1219,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS007,34.7032,133.0946,2000/11/05,03:00:00,2000/11/05,03:00:52,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,2.644,1.34,0.894,382,0.0002384185791015,2000.0,8388608.0,179,61.94255
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0210011050300\HRS0210011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0210011050300\HRS0210011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0210011050300\HRS0210011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\HRS0210011050300,0.0002384185791015,937,9.37,937,1536,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS021,34.9529,133.1171,2000/11/05,03:00:00,2000/11/05,03:00:45,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,7.313,7.102,4.7,325,0.0002384185791015,2000.0,8388608.0,180,38.473824
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0010011050300\OKY0010011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0010011050300\OKY0010011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0010011050300\OKY0010011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0010011050300,0.0002384185791015,1450,14.5,1450,2049,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY001,35.1945,133.7314,2000/11/05,03:00:00,2000/11/05,03:00:38,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,12.045,7.116,7.307,334,0.0002384185791015,2000.0,8388608.0,181,27.84737
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0040011050300\OKY0040011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0040011050300\OKY0040011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0040011050300\OKY0040011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0040011050300,0.0002384185791015,1036,10.36,1036,1635,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY004,34.9579,133.5018,2000/11/05,03:00:00,2000/11/05,03:00:42,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,17.801,13.352,5.394,168,0.0002384185791015,2000.0,8388608.0,182,26.737934
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0050011050300\OKY0050011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0050011050300\OKY0050011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0050011050300\OKY0050011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0050011050300,0.0002384185791015,1055,10.55,1055,1654,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY005,35.0098,133.7317,2000/11/05,03:00:00,2000/11/05,03:00:43,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,25.138,20.9,7.886,134,0.0002384185791015,2000.0,8388608.0,183,34.35116
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0070011050300\OKY0070011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0070011050300\OKY0070011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0070011050300\OKY0070011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0070011050300,0.0002384185791015,789,7.89,789,1388,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY007,34.7807,133.6121,2000/11/05,03:00:00,2000/11/05,03:00:48,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,3.024,3.967,1.598,60,0.0002384185791015,2000.0,8388608.0,184,48.599216
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0080011050300\OKY0080011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0080011050300\OKY0080011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0080011050300\OKY0080011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0080011050300,0.0002384185791015,719,7.19,719,1318,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY008,34.8701,133.9036,2000/11/05,03:00:00,2000/11/05,03:00:50,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,8.388,7.099,1.525,62,0.0002384185791015,2000.0,8388608.0,185,56.252106
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0100011050300\OKY0100011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0100011050300\OKY0100011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0100011050300\OKY0100011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0100011050300,0.0002384185791015,387,3.87,387,986,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY010,34.7454,134.1884,2000/11/05,03:00:00,2000/11/05,03:00:58,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,2.887,2.035,0.929,2,0.0002384185791015,2000.0,8388608.0,186,85.33963
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0110011050300\OKY0110011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0110011050300\OKY0110011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0110011050300\OKY0110011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0110011050300,0.0002384185791015,515,5.15,515,1114,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY011,34.654,133.9067,2000/11/05,03:00:00,2000/11/05,03:00:55,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,3.236,5.706,1.094,2,0.0002384185791015,2000.0,8388608.0,187,74.03339
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0130011050300\OKY0130011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0130011050300\OKY0130011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0130011050300\OKY0130011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\OKY0130011050300,0.0002384185791015,348,3.48,348,947,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY013,34.5095,133.5099,2000/11/05,03:00:00,2000/11/05,03:00:57,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,2.847,1.915,1.045,6,0.0002384185791015,2000.0,8388608.0,188,76.06371
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0030011050300\SMN0030011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0030011050300\SMN0030011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0030011050300\SMN0030011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0030011050300,0.0002384185791015,187,1.87,187,786,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN003,35.1795,133.0929,2000/11/05,03:00:00,2000/11/05,03:00:42,120,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,5.033,4.514,2.325,332,0.0002384185791015,2000.0,8388608.0,189,30.203617
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0040011050300\SMN0040011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0040011050300\SMN0040011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0040011050300\SMN0040011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0040011050300,0.0002384185791015,1476,14.76,1476,2075,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN004,35.2881,132.9004,2000/11/05,03:00:00,2000/11/05,03:00:41,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,2.212,1.878,3.436,45,0.0002384185791015,2000.0,8388608.0,190,48.876198
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0080011050300\SMN0080011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0080011050300\SMN0080011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0080011050300\SMN0080011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\SMN0080011050300,0.0002384185791015,344,3.44,344,943,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN008,34.8523,132.5308,2000/11/05,03:00:00,2000/11/05,03:00:59,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,2.665,3.059,0.915,335,0.0002384185791015,2000.0,8388608.0,191,89.66834
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0050011050300\TTR0050011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0050011050300\TTR0050011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0050011050300\TTR0050011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0050011050300,0.0002384185791015,922,9.22,922,1521,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR005,35.429,133.8253,2000/11/05,03:00:00,2000/11/05,03:00:46,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,3.476,4.451,1.68,27,0.0002384185791015,2000.0,8388608.0,192,45.006924
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0070011050300\TTR0070011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0070011050300\TTR0070011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0070011050300\TTR0070011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0070011050300,0.0002384185791015,1476,14.76,1476,2075,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR007,35.2826,133.4876,2000/11/05,03:00:00,2000/11/05,03:00:35,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,40.159,53.569,24.673,155,0.0002384185791015,2000.0,8388608.0,193,11.762025
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0090011050300\TTR0090011050300Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0090011050300\TTR0090011050300Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0090011050300\TTR0090011050300Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.8.12\TTR0090011050300,0.0002384185791015,1486,14.86,1486,2085,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR009,35.1629,133.3063,2000/11/05,03:00:00,2000/11/05,03:00:35,119,2000/11/05,03:00:00,35.19,133.425,3.8,12,100,23.107,26.249,12.308,299,0.0002384185791015,2000.0,8388608.0,194,11.2014265
